1998	18.453347
1999	12.460143
2000	12.086598
2001	11.683239
2002	11.193073
2003	11.052947
2004	10.837128
2005	11.488979
2006	10.553368
2007	10.786173
2008	10.035087
2009	9.148917
2010	9.425222
2011	9.250762
2012	8.829888
2013	8.427957
2014	8.189274
2015	8.114603
2016	7.480693
2017	7.994145
2018	8.016075
2019	7.101743
2020	7.830071
2021	8.202388
2022	7.330821
2023	8.303539
2024	6.963507
2025	6.835889
